time,action,price,quantity,reason
2024-12-02 14:51:00,BUY,354.510009765625,141,SIGNAL
2024-12-02 14:56:00,SELL,355.5899963378906,141,SIGNAL
2024-12-02 15:01:00,BUY,353.75750732421875,141,SIGNAL
2024-12-02 15:18:00,SELL,353.9649963378906,141,SIGNAL
2024-12-02 15:44:00,BUY,355.7099914550781,140,SIGNAL
2024-12-02 15:55:00,SELL,353.6401062011719,140,MARKET_CLOSE
